ChargingStation;Unit;Value;MinLevelValue;MaxLevelValue;StartHour;EndHour
MOBI-LSB-00116;charge;0.2964;0;NA;NA;NA
MOBI-LSD-00001;min;0;0;NA;NA;NA
MOBI-MAI-00001;min;0;0;NA;NA;NA
MOBI-MAI-00003;min;0;0;NA;NA;NA
MOBI-MAI-00004;min;0;0;NA;NA;NA
MOBI-MFR-00001;min;0;0;NA;NA;NA
MOBI-MFR-00002;min;0;0;NA;NA;NA
MOBI-MFR-00003;min;0;0;NA;NA;NA
MOBI-MMV-00001;min;0;0;NA;NA;NA
MOBI-MTS-00001;charge;0.3;0;NA;NA;NA
MOBI-MTS-00001;min;0.03;0;NA;NA;NA
MOBI-MTS-00002;min;0;0;NA;NA;NA
MOBI-MTS-00003;charge;0.3;0;NA;NA;NA
MOBI-MTS-00003;kWh;0.03;0;NA;NA;NA
MOBI-MTS-00004;charge;0.3;0;NA;NA;NA
MOBI-MTS-00004;kWh;0.03;0;NA;NA;NA
MOBI-MTS-00009;charge;0.2964;0;NA;NA;NA
MOBI-MTS-00009;min;0.025;0;NA;NA;NA
MOBI-MTS-00010;min;0;0;NA;NA;NA
MOBI-ODV-00001;min;0;0;NA;NA;NA
MOBI-ODV-00002;min;0;0;NA;NA;NA
MOBI-OER-00001;charge;0.2964;0;NA;NA;NA
MOBI-OER-00001;min;0.015;0;NA;NA;NA
MOBI-OER-00002;charge;0.2964;0;NA;NA;NA
MOBI-OER-00002;min;0.015;0;NA;NA;NA
MOBI-OER-00003;charge;0.2964;0;NA;NA;NA
MOBI-OER-00003;min;0.015;0;NA;NA;NA
MOBI-OER-00004;charge;0.2964;0;NA;NA;NA
MOBI-OER-00004;min;0.015;0;NA;NA;NA
MOBI-OER-00005;charge;0.2964;0;NA;NA;NA
MOBI-OER-00005;min;0.035;0;NA;NA;NA
MOBI-OER-00006;charge;0.2964;0;NA;NA;NA
MOBI-OER-00006;min;0.015;0;NA;NA;NA
MOBI-OER-00007;min;0;0;NA;NA;NA
MOBI-OER-00008;min;0;0;NA;NA;NA
MOBI-OER-00009;charge;0.2964;0;NA;NA;NA
MOBI-OER-00009;min;0.035;0;NA;NA;NA
MOBI-OER-00010;charge;0.2964;0;NA;NA;NA
MOBI-OER-00010;min;0.015;0;NA;NA;NA
MOBI-OER-00011;charge;0.2964;0;NA;NA;NA
MOBI-OER-00012;charge;0.2964;0;NA;NA;NA
MOBI-OER-00013;charge;0.2964;0;NA;NA;NA
MOBI-OER-00014;charge;0.2964;0;NA;NA;NA
MOBI-OER-00015;charge;0.2964;0;NA;NA;NA
MOBI-OER-00016;charge;0.2964;0;NA;NA;NA
MOBI-OER-00017;charge;0.2964;0;NA;NA;NA
MOBI-OER-00018;charge;0.2964;0;NA;NA;NA
MOBI-OER-00019;min;0;0;NA;NA;NA
MOBI-OER-00020;min;0;0;NA;NA;NA
MOBI-OER-00021;min;0;0;NA;NA;NA
MOBI-OER-00022;min;0;0;NA;NA;NA
MOBI-OER-00023;min;0;0;NA;NA;NA
MOBI-OER-00024;min;0;0;NA;NA;NA
MOBI-OER-00026;min;0;0;NA;NA;NA
MOBI-OER-00027;min;0;0;NA;NA;NA
MOBI-PFR-00001;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00001;min;0.025;0;NA;NA;NA
MOBI-PFR-00002;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00002;min;0.025;0;NA;NA;NA
MOBI-PFR-00003;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00003;min;0.025;0;NA;NA;NA
MOBI-PFR-00004;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00004;min;0.025;0;NA;NA;NA
MOBI-PFR-00005;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00005;min;0.025;0;NA;NA;NA
MOBI-PFR-00006;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00006;min;0.025;0;NA;NA;NA
MOBI-PFR-00007;charge;0.2964;0;NA;NA;NA
MOBI-PFR-00007;min;0.025;0;NA;NA;NA
MOBI-PLM-00001;charge;0.1657;0;NA;NA;NA
MOBI-PLM-00001;kWh;0.1;0;NA;NA;NA
MOBI-PLM-00002;charge;0.1657;0;NA;NA;NA
MOBI-PLM-00002;kWh;0.1;0;NA;NA;NA
MOBI-PLM-00003;min;0;0;NA;NA;NA
MOBI-PLM-00004;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00005;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00006;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00007;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00008;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00009;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00009;min;0.1;0;NA;NA;NA
MOBI-PLM-00010;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00010;min;0.1;0;NA;NA;NA
MOBI-PLM-00011;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00011;min;0.1;0;NA;NA;NA
MOBI-PLM-00012;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00012;min;0.1;0;NA;NA;NA
MOBI-PLM-00013;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00013;min;0.1;0;NA;NA;NA
MOBI-PLM-00014;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00014;min;0.1;0;NA;NA;NA
MOBI-PLM-00015;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00015;min;0.1;0;NA;NA;NA
MOBI-PLM-00016;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00016;min;0.1;0;NA;NA;NA
MOBI-PLM-00017;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00017;min;0.1;0;NA;NA;NA
MOBI-PLM-00018;charge;0.2964;0;NA;NA;NA
MOBI-PLM-00018;min;0.1;0;NA;NA;NA
MOBI-PMS-00001;min;0;0;NA;NA;NA
MOBI-PNI-00001;min;0;0;NA;NA;NA
MOBI-PRD-00002;min;0;0;NA;NA;NA
MOBI-PRT-00014;charge;0.2964;0;NA;NA;NA
MOBI-PRT-00014;min;0.035;0;NA;NA;NA
MOBI-PRT-00015;charge;0.2964;0;NA;NA;NA
MOBI-PRT-00015;min;0.035;0;NA;NA;NA
MOBI-PRT-00016;min;0;0;NA;NA;NA
MOBI-PRT-00017;min;0;0;NA;NA;NA
MOBI-PRT-00019;min;0;0;NA;NA;NA
MOBI-PRT-00020;min;0;0;NA;NA;NA
MOBI-PRT-00021;min;0;0;NA;NA;NA
MOBI-PRT-00022;min;0;0;NA;NA;NA
MOBI-PRT-00023;min;0;0;NA;NA;NA
MOBI-PVZ-00001;min;0;0;NA;NA;NA
MOBI-PVZ-00002;min;0;0;NA;NA;NA
MOBI-SLV-00001;min;0;0;NA;NA;NA
MOBI-SMG-00001;min;0;0;NA;NA;NA
MOBI-SNT-00001;min;0;0;NA;NA;NA
MOBI-SNT-00003;min;0;0;NA;NA;NA
MOBI-SNT-00004;min;0;0;NA;NA;NA
MOBI-SNT-00005;min;0;0;NA;NA;NA
MOBI-STB-00001;charge;0.2964;0;NA;NA;NA
MOBI-STB-00001;min;0.1;0;NA;NA;NA
MOBI-STB-00003;min;0;0;NA;NA;NA
MOBI-STB-00004;min;0;0;NA;NA;NA
MOBI-STB-00005;min;0;0;NA;NA;NA
MOBI-STB-00006;min;0;0;NA;NA;NA
MOBI-STB-00007;min;0;0;NA;NA;NA
MOBI-STB-00009;min;0;0;NA;NA;NA
MOBI-STR-00001;min;0;0;NA;NA;NA
MOBI-STR-00002;min;0;0;NA;NA;NA
MOBI-SXL-00001;charge;0.297;0;NA;NA;NA
MOBI-SXL-00001;min;0.015;0;NA;NA;NA
MOBI-SXL-00002;charge;0.297;0;NA;NA;NA
MOBI-SXL-00002;min;0.015;0;NA;NA;NA
MOBI-SXL-00003;min;0;0;NA;NA;NA
MOBI-SXL-00004;min;0;0;NA;NA;NA
MOBI-SXL-00005;min;0;0;NA;NA;NA
MOBI-SXL-00006;charge;0.297;0;NA;NA;NA
MOBI-SXL-00006;min;0.02;0;NA;NA;NA
MOBI-SXL-00007;charge;0.297;0;NA;NA;NA
MOBI-SXL-00007;min;0.02;0;NA;NA;NA
MOBI-SXL-00008;charge;0.297;0;NA;NA;NA
MOBI-SXL-00008;min;0.02;0;NA;NA;NA
MOBI-SXL-00009;charge;0.297;0;NA;NA;NA
MOBI-SXL-00009;min;0.02;0;NA;NA;NA
MOBI-SXL-00010;min;0;0;NA;NA;NA
MOBI-TVD-00001;min;0;0;NA;NA;NA
MOBI-VCT-00001;min;0;0;NA;NA;NA
MOBI-VFR-00001;min;0;0;NA;NA;NA
MOBI-VFR-00002;min;0;0;NA;NA;NA
MOBI-VFX-00001;min;0;0;NA;NA;NA
MOBI-VIZ-00001;min;0;0;NA;NA;NA
MOBI-VIZ-00002;min;0;0;NA;NA;NA
MOBI-VNB-00001;min;0;0;NA;NA;NA
MOBI-VNF-00001;min;0;0;NA;NA;NA
MOBI-VNG-00001;min;0;0;NA;NA;NA
MOBI-VNG-00002;charge;0.2964;0;NA;NA;NA
MOBI-VNG-00002;min;0.015;0;NA;NA;NA
MOBI-VNG-00003;charge;0.2964;0;NA;NA;NA
MOBI-VNG-00003;min;0.015;0;NA;NA;NA
MOBI-VNG-00004;min;0;0;NA;NA;NA
MOBI-VNG-00005;min;0;0;NA;NA;NA
MOBI-VNG-00006;min;0;0;NA;NA;NA
MOBI-VRL-00001;min;0;0;NA;NA;NA
MOBI-VRL-00002;min;0;0;NA;NA;NA
MOBI-VVD-00001;min;0;0;NA;NA;NA
MOBI-VVD-00002;min;0;0;NA;NA;NA
MOR-90001;min;0.02;0;NA;NA;NA
MOU-90001;min;0.02;0;NA;NA;NA
MRA-00002;charge;0.2964;0;NA;NA;NA
MRA-00002;min;0.03;0;NA;NA;NA
MRA-90001;min;0.02;0;NA;NA;NA
MRS-00002;charge;0.297;0;NA;NA;NA
MRS-00002;kWh;0.06;0;NA;NA;NA
MRS-00002;min;0.01;0;NA;NA;NA
MRS-00003;charge;0.297;0;NA;NA;NA
MRS-00003;kWh;0.06;0;NA;NA;NA
MRS-00003;min;0.01;0;NA;NA;NA
MRS-90001;min;0.025;0;NA;NA;NA
MRT-90001;min;0.025;0;NA;NA;NA
MRV-90001;min;0.029;0;NA;NA;NA
MSF-90001;min;0.031;0;NA;NA;NA
MTA-00002;charge;0.2964;0;NA;NA;NA
MTA-00002;kWh;0.08;0;NA;NA;NA
MTA-00002;min;0.015;0;NA;NA;NA
MTA-00003;min;0.08;0;NA;NA;NA
MTA-00004;charge;0.5;0;NA;NA;NA
MTA-00004;kWh;0.35;0;NA;NA;NA
MTA-00004;min;0;0;30;NA;NA
MTA-00004;min;0.15;30;NA;NA;NA
MTA-00005;charge;0.5;0;NA;NA;NA
MTA-00005;kWh;0.35;0;NA;NA;NA
MTA-00005;min;0;0;30;NA;NA
MTA-00005;min;0.15;30;NA;NA;NA
MTA-90001;min;0.025;0;NA;NA;NA
MTG-00002;charge;0.297;0;NA;NA;NA
MTG-00002;kWh;0.06;0;NA;NA;NA
MTG-00002;min;0.01;0;NA;NA;NA
MTG-00003;charge;0.297;0;NA;NA;NA
MTG-00003;kWh;0.06;0;NA;NA;NA
MTG-00003;min;0.01;0;NA;NA;NA
MTG-90001;min;0.025;0;NA;NA;NA
MTJ-00002;charge;0.1;0;NA;NA;NA
MTJ-00002;min;0.025;0;NA;NA;NA
MTJ-00004;charge;0.2964;0;NA;NA;NA
MTJ-00004;min;0.04;0;NA;NA;NA
MTJ-00006;charge;0.2964;0;NA;NA;NA
MTJ-00006;min;0.03;0;NA;NA;NA
MTJ-00007;charge;0.2964;0;NA;NA;NA
MTJ-00007;min;0.03;0;NA;NA;NA
MTJ-00008;charge;0.2964;0;NA;NA;NA
MTJ-00008;min;0.055;0;NA;NA;NA
MTJ-00009;charge;0.2964;0;NA;NA;NA
MTJ-00009;min;0.055;0;NA;NA;NA
MTJ-00010;charge;0.3;0;NA;NA;NA
MTJ-00010;min;0.1;0;NA;NA;NA
MTJ-00011;charge;0.3;0;NA;NA;NA
MTJ-00011;min;0.1;0;NA;NA;NA
MTJ-00012;charge;0.2964;0;NA;NA;NA
MTJ-00012;kWh;0.08;0;NA;NA;NA
MTJ-00012;min;0.015;0;NA;NA;NA
MTJ-00013;charge;0.2964;0;NA;NA;NA
MTJ-00013;min;0.11;0;NA;NA;NA
MTJ-00014;charge;0.2964;0;NA;NA;NA
MTJ-00014;min;0.03;0;NA;NA;NA
MTJ-00015;charge;0.2964;0;NA;NA;NA
MTJ-00015;min;0.105;0;NA;NA;NA
MTJ-00016;charge;0.2964;0;NA;NA;NA
MTJ-00016;min;0.035;0;NA;NA;NA
MTJ-00017;charge;0.2964;0;NA;NA;NA
MTJ-00017;min;0.105;0;NA;NA;NA
MTJ-00018;charge;0.2964;0;NA;NA;NA
MTJ-00018;min;0.035;0;NA;NA;NA
MTJ-00020;min;0.08;0;NA;NA;NA
MTJ-00021;charge;0.297;0;NA;NA;NA
MTJ-00021;min;0.06;0;NA;NA;NA
MTJ-90003;min;0.029;0;NA;NA;NA
MTL-90001;min;0.02;0;NA;NA;NA
MTR-00005;kWh;0.14;0;NA;NA;NA
MTR-00006;kWh;0.14;0;NA;NA;NA
MTR-00007;kWh;0.14;0;NA;NA;NA
MTR-90004;min;0.031;0;NA;NA;NA
MTS-00001;charge;0.2964;0;NA;NA;NA
MTS-00001;min;0.058;0;NA;NA;NA
MTS-00002;charge;0.3;0;NA;NA;NA
MTS-00002;min;0.02;0;NA;NA;NA
MTS-00003;charge;0.3;0;NA;NA;NA
MTS-00003;min;0.02;0;NA;NA;NA
MTS-00005;charge;0.3;0;NA;NA;NA
MTS-00005;min;0.02;0;NA;NA;NA
MTS-00006;charge;0.3;0;NA;NA;NA
MTS-00006;min;0.02;0;NA;NA;NA
MTS-00007;min;0.08;0;NA;NA;NA
MTS-00008;charge;0.2964;0;NA;NA;NA
MTS-00008;min;0.025;0;NA;NA;NA
MTS-00009;charge;0.2964;0;NA;NA;NA
MTS-00009;min;0.025;0;NA;NA;NA
MTS-00011;charge;0.297;0;NA;NA;NA
MTS-00011;min;0.1;0;NA;NA;NA
MTS-00014;charge;0.3;0;NA;NA;NA
MTS-00014;min;0.02;0;NA;NA;NA
MTS-00015;charge;0.3;0;NA;NA;NA
MTS-00015;min;0.02;0;NA;NA;NA
MTS-00016;charge;0.2964;0;NA;NA;NA
MTS-00016;min;0.04;0;NA;NA;NA
MTS-00017;charge;0.2964;0;NA;NA;NA
MTS-00017;min;0.04;0;NA;NA;NA
MTS-00018;charge;0.2964;0;NA;NA;NA
MTS-00018;min;0.025;0;NA;NA;NA
MTS-00019;charge;0.2964;0;NA;NA;NA
MTS-00019;min;0.025;0;NA;NA;NA
MTS-00020;charge;0.2964;0;NA;NA;NA
MTS-00020;min;0.025;0;NA;NA;NA
MTS-00022;charge;0.3;0;NA;NA;NA
MTS-00022;min;0.04;0;NA;NA;NA
MTS-00023;charge;0.3;0;NA;NA;NA
MTS-00023;min;0.04;0;NA;NA;NA
MTS-00024;charge;0.2964;0;NA;NA;NA
MTS-00024;min;0.105;0;NA;NA;NA
MTS-00025;charge;0.2964;0;NA;NA;NA
MTS-00025;min;0.035;0;NA;NA;NA
MTS-00026;charge;0.2964;0;NA;NA;NA
MTS-00026;min;0.035;0;NA;NA;NA
MTS-00027;charge;0.3;0;NA;NA;NA
MTS-00027;min;0.085;0;NA;NA;NA
MTS-00028;charge;0.297;0;NA;NA;NA
MTS-00028;min;0.03;0;NA;NA;NA
MTS-00029;charge;0.2964;0;NA;NA;NA
MTS-00029;min;0.105;0;NA;NA;NA
MTS-00030;charge;0.2964;0;NA;NA;NA
MTS-00030;min;0.105;0;NA;NA;NA
MTS-00031;charge;0.2964;0;NA;NA;NA
MTS-00031;min;0.105;0;NA;NA;NA
MTS-00032;charge;0.2964;0;NA;NA;NA
MTS-00032;min;0.105;0;NA;NA;NA
MTS-00033;min;0.02;0;NA;NA;NA
MTS-00034;min;0.02;0;NA;NA;NA
MTS-00035;min;0.08;0;NA;NA;NA
MTS-00036;min;0.08;0;NA;NA;NA
MTS-00037;charge;0.3;0;NA;NA;NA
MTS-00037;min;0.08;0;NA;NA;NA
MTS-00038;charge;0.2964;0;NA;NA;NA
MTS-00038;min;0.105;0;NA;NA;NA
MTS-00039;min;0.02;0;NA;NA;NA
MTS-00041;charge;0.2964;0;NA;NA;NA
MTS-00041;min;0.035;0;NA;NA;NA
MTS-00042;charge;0.2964;0;NA;NA;NA
MTS-00042;min;0.015;0;NA;NA;NA
MTS-00043;charge;0.297;0;NA;NA;NA
MTS-00043;kWh;0.07;0;NA;NA;NA
MTS-00043;min;0.09;0;NA;NA;NA
MTS-00044;charge;0.297;0;NA;NA;NA
MTS-00044;min;0.06;0;NA;NA;NA
MTS-00045;charge;0.299;0;NA;NA;NA
MTS-00045;min;0.0854;0;NA;NA;NA
MTS-00046;charge;0.297;0;NA;NA;NA
MTS-00046;kWh;0.07;0;NA;NA;NA
MTS-00046;min;0.09;0;NA;NA;NA
MUR-90001;min;0.02;0;NA;NA;NA
NIS-90001;min;0.029;0;NA;NA;NA
NLS-00002;min;0.08;0;NA;NA;NA
NLS-90001;min;0.029;0;NA;NA;NA
NRD-00001;charge;0.2964;0;NA;NA;NA
NRD-00001;min;0.0735;0;NA;NA;NA
NZR-00002;charge;0.297;0;NA;NA;NA
NZR-00002;min;0.09;0;NA;NA;NA
NZR-90001;min;0.031;0;NA;NA;NA
OAZ-00005;charge;0.297;0;NA;NA;NA
OAZ-00005;min;0.03;0;NA;NA;NA
OAZ-90004;min;0.031;0;NA;NA;NA
OBD-00003;charge;0.3;0;NA;NA;NA
OBD-00003;min;0.02;0;NA;NA;NA
OBD-00004;min;0;0;NA;NA;NA
OBD-00006;charge;0.297;0;NA;NA;NA
OBD-00006;kWh;0.08;0;NA;NA;NA
OBD-00006;min;0.04;0;NA;NA;NA
OBD-00007;charge;0.17;0;NA;NA;NA
OBD-00007;min;0.025;0;NA;NA;NA
OBD-90005;min;0.02;0;NA;NA;NA
OBR-00002;charge;0.3;0;NA;NA;NA
OBR-00002;min;0.1;0;NA;NA;NA
OBR-90001;min;0.025;0;NA;NA;NA
ODM-00005;charge;0.297;0;NA;NA;NA
ODM-00005;min;0.12;0;NA;NA;NA
ODM-90001;min;0.02;0;NA;NA;NA
ODM-90003;min;0.009;0;NA;NA;NA
ODV-00001;charge;0.2964;0;NA;NA;NA
ODV-00001;min;0.02;0;NA;NA;NA
ODV-00003;charge;0.2964;0;NA;NA;NA
ODV-00003;min;0.02;0;NA;NA;NA
ODV-00005;charge;0.297;0;NA;NA;NA
ODV-00005;min;0.03;0;NA;NA;NA
ODV-00006;charge;0.2964;0;NA;NA;NA
ODV-00006;min;0.105;0;NA;NA;NA
ODV-00007;charge;0.2964;0;NA;NA;NA
ODV-00007;min;0.09;0;NA;NA;NA
ODV-00008;min;0.1;0;NA;NA;NA
ODV-00009;charge;0.2964;0;NA;NA;NA
ODV-00009;min;0.09;0;NA;NA;NA
ODV-00010;min;0.08;0;NA;NA;NA
ODV-00011;charge;0.297;0;NA;NA;NA
ODV-00011;min;0.06;0;NA;NA;NA
ODV-00012;charge;0.297;0;NA;NA;NA
ODV-00012;min;0.06;0;NA;NA;NA
ODV-00014;charge;0.2964;0;NA;NA;NA
ODV-00014;min;0.09;0;NA;NA;NA
ODV-90002;min;0.02;0;NA;NA;NA
OER-00005;charge;0.2964;0;NA;NA;NA
OER-00005;min;0.015;0;NA;NA;NA
OER-00006;charge;0.2964;0;NA;NA;NA
OER-00006;min;0.015;0;NA;NA;NA
OER-00007;charge;0.2964;0;NA;NA;NA
OER-00007;min;0.015;0;NA;NA;NA
OER-00011;charge;0.5;0;NA;NA;NA
OER-00011;min;0.03;0;NA;NA;NA
OER-00012;charge;0.5;0;NA;NA;NA
OER-00012;min;0.03;0;NA;NA;NA
OER-00014;charge;0.166;0;NA;NA;NA
OER-00014;min;0.04;0;NA;NA;NA
OER-00015;charge;0.297;0;NA;NA;NA
OER-00015;kWh;0.06;0;NA;NA;NA
OER-00015;min;0.01;0;NA;NA;NA
OER-00016;charge;0.297;0;NA;NA;NA
OER-00016;kWh;0.06;0;NA;NA;NA
OER-00016;min;0.01;0;NA;NA;NA
OER-00018;charge;0.2964;0;NA;NA;NA
OER-00018;min;0.015;0;NA;NA;NA
OER-00019;charge;0.2964;0;NA;NA;NA
OER-00019;min;0.015;0;NA;NA;NA
OER-00020;charge;0.2964;0;NA;NA;NA
OER-00020;min;0.035;0;NA;NA;NA
OER-00021;charge;0.2964;0;NA;NA;NA
OER-00021;min;0.035;0;NA;NA;NA
OER-00022;charge;0.2964;0;NA;NA;NA
OER-00022;min;0.035;0;NA;NA;NA
OER-00024;charge;0.2964;0;NA;NA;NA
OER-00024;min;0.015;0;NA;NA;NA
OER-00025;charge;0.2964;0;NA;NA;NA
OER-00025;min;0.015;0;NA;NA;NA
OER-00026;charge;0.2964;0;NA;NA;NA
OER-00026;min;0.03;0;NA;NA;NA
OER-00027;charge;0.2964;0;NA;NA;NA
OER-00027;min;0.03;0;NA;NA;NA
OER-00028;charge;0.1;0;NA;NA;NA
OER-00028;kWh;0.03;0;NA;NA;NA
OER-00028;min;0.02;0;NA;NA;NA
OER-00029;charge;0.297;0;NA;NA;NA
OER-00029;min;0.03;0;NA;NA;NA
OER-00030;charge;0.297;0;NA;NA;NA
OER-00030;min;0.03;0;NA;NA;NA
OER-00031;charge;0.2964;0;NA;NA;NA
OER-00031;min;0.12;0;NA;NA;NA
OER-00032;charge;0.2964;0;NA;NA;NA
OER-00032;min;0.24;0;NA;NA;NA
OER-00033;charge;0.2964;0;NA;NA;NA
OER-00033;min;0.24;0;NA;NA;NA
OER-00034;charge;0.2964;0;NA;NA;NA
OER-00034;min;0.12;0;NA;NA;NA
OER-00035;charge;0.2964;0;NA;NA;NA
OER-00035;min;0.12;0;NA;NA;NA
OER-00036;charge;0.2964;0;NA;NA;NA
OER-00036;min;0.12;0;NA;NA;NA
OER-00037;charge;0.2964;0;NA;NA;NA
OER-00037;min;0.24;0;NA;NA;NA
OER-00038;charge;0.2964;0;NA;NA;NA
OER-00038;min;0.24;0;NA;NA;NA
OER-00039;charge;0.2964;0;NA;NA;NA
OER-00039;min;0.24;0;NA;NA;NA
OER-00040;charge;2.5;0;NA;NA;NA
OER-00040;min;0;0;25;NA;NA
OER-00040;min;0.1;25;NA;NA;NA
OER-00041;charge;2.5;0;NA;NA;NA
OER-00041;min;0;0;25;NA;NA
OER-00041;min;0.1;25;NA;NA;NA
OER-00042;charge;2.2;0;NA;NA;NA
OER-00042;min;0;0;60;NA;NA
OER-00042;min;0.036;60;NA;NA;NA
OER-00043;charge;0.2964;0;NA;NA;NA
OER-00043;min;0.035;0;NA;NA;NA
OER-00044;charge;0.2964;0;NA;NA;NA
OER-00044;min;0.245;0;NA;NA;NA
OER-00045;charge;0.2964;0;NA;NA;NA
OER-00045;min;0.12;0;NA;NA;NA
OER-00046;charge;0.2964;0;NA;NA;NA
OER-00046;kWh;0.1;0;NA;NA;NA
OER-00047;charge;0.2964;0;NA;NA;NA
OER-00047;kWh;0.1;0;NA;NA;NA
OER-00048;charge;0.2964;0;NA;NA;NA
OER-00048;kWh;0.1;0;NA;NA;NA
OER-00049;charge;0.2964;0;NA;NA;NA
OER-00049;kWh;0.1;0;NA;NA;NA
OER-00050;charge;0.2964;0;NA;NA;NA
OER-00050;kWh;0.1;0;NA;NA;NA
OER-00051;charge;0.2964;0;NA;NA;NA
OER-00051;kWh;0.1;0;NA;NA;NA
OER-00052;charge;0.2964;0;NA;NA;NA
OER-00052;kWh;0.1;0;NA;NA;NA
OER-00053;charge;0.2964;0;NA;NA;NA
OER-00053;kWh;0.1;0;NA;NA;NA
OER-00054;charge;0.2964;0;NA;NA;NA
OER-00054;kWh;0.1;0;NA;NA;NA
OER-00056;charge;0.2964;0;NA;NA;NA
OER-00056;min;0.1;0;NA;NA;NA
OER-00057;charge;0.2964;0;NA;NA;NA
OER-00057;min;0.24;0;NA;NA;NA
OER-00059;charge;0.2964;0;NA;NA;NA
OER-00059;min;0.12;0;NA;NA;NA
OER-00060;charge;0.2964;0;NA;NA;NA
OER-00060;min;0.03;0;NA;NA;NA
OER-00061;min;0.035;0;NA;NA;NA
OER-00062;charge;0.2964;0;NA;NA;NA
OER-00062;min;0.12;0;NA;NA;NA
OER-00063;charge;0.3;0;NA;NA;NA
OER-00063;min;0.015;0;NA;NA;NA
OER-00064;charge;0.2964;0;NA;NA;NA
OER-00064;min;0.105;0;NA;NA;NA
OER-00065;charge;0.2964;0;NA;NA;NA
OER-00065;min;0.245;0;NA;NA;NA
OER-00066;charge;0.2964;0;NA;NA;NA
OER-00066;min;0.12;0;NA;NA;NA
OER-00067;min;0.08;0;NA;NA;NA
OER-00068;charge;0.2964;0;NA;NA;NA
OER-00068;min;0.105;0;NA;NA;NA
OER-00069;charge;0.2964;0;NA;NA;NA
OER-00069;min;0.105;0;NA;NA;NA
OER-00070;charge;0.2964;0;NA;NA;NA
OER-00070;min;0.105;0;NA;NA;NA
OER-00071;charge;0.2964;0;NA;NA;NA
OER-00071;min;0.105;0;NA;NA;NA
OER-00072;charge;0.2964;0;NA;NA;NA
OER-00072;min;0.105;0;NA;NA;NA
OER-00073;charge;0.2964;0;NA;NA;NA
OER-00073;min;0.105;0;NA;NA;NA
OER-00074;charge;0.2964;0;NA;NA;NA
OER-00074;min;0.105;0;NA;NA;NA
OER-00075;charge;0.2964;0;NA;NA;NA
OER-00075;min;0.105;0;NA;NA;NA
OER-00076;charge;0.2964;0;NA;NA;NA
OER-00076;min;0.105;0;NA;NA;NA
OER-00077;charge;0.2964;0;NA;NA;NA
OER-00077;min;0.105;0;NA;NA;NA
OER-00078;charge;0.2964;0;NA;NA;NA
OER-00078;min;0.105;0;NA;NA;NA
OER-00079;charge;0.2964;0;NA;NA;NA
OER-00079;min;0.105;0;NA;NA;NA
OER-00080;charge;0.2964;0;NA;NA;NA
OER-00080;min;0.105;0;NA;NA;NA
OER-00081;charge;0.2964;0;NA;NA;NA
OER-00081;min;0.245;0;NA;NA;NA
OER-00082;charge;0.2964;0;NA;NA;NA
OER-00082;min;0.245;0;NA;NA;NA
OER-00084;charge;0.2964;0;NA;NA;NA
OER-00084;min;0.245;0;NA;NA;NA
OER-00085;charge;0.2964;0;NA;NA;NA
OER-00085;min;0.245;0;NA;NA;NA
OER-00086;charge;0.2964;0;NA;NA;NA
OER-00086;min;0.245;0;NA;NA;NA
OER-00087;charge;0.2964;0;NA;NA;NA
OER-00087;min;0.245;0;NA;NA;NA
OER-00088;min;0.24;0;NA;NA;NA
OER-00090;charge;0.2964;0;NA;NA;NA
OER-00090;min;0.105;0;NA;NA;NA
OER-00091;charge;0.2964;0;NA;NA;NA
OER-00091;min;0.015;0;NA;NA;NA
OER-00092;charge;0.2964;0;NA;NA;NA
OER-00092;min;0.015;0;NA;NA;NA
OER-00093;charge;0.2964;0;NA;NA;NA
OER-00093;min;0.015;0;NA;NA;NA
OER-00094;charge;0.2964;0;NA;NA;NA
OER-00094;min;0.015;0;NA;NA;NA
OER-00095;charge;0.3;0;NA;NA;NA
OER-00095;kWh;0.09;0;NA;NA;NA
OER-00095;min;0.08;0;NA;NA;NA
OER-00096;charge;0.3;0;NA;NA;NA
OER-00096;kWh;0.09;0;NA;NA;NA
OER-00096;min;0.08;0;NA;NA;NA
OER-00097;charge;0.3;0;NA;NA;NA
OER-00097;min;0.03;0;NA;NA;NA
OER-00098;charge;0.3;0;NA;NA;NA
OER-00098;min;0.03;0;NA;NA;NA
OER-00099;charge;0.5;0;NA;NA;NA
